Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
Vero,Gaming,17.78,Full HD 3840x2160,Intel Core i7 3.68GHz,8GB,1TB SSD,AMD Radeon RX 580,Linux,1.66kg,76146.33
Acer,Notebook,16.44,Full HD 1366x768,Intel Core i3 4.24GHz,8GB,512GB SSD + 1TB HDD,AMD Radeon R7 M465,macOS,3.28kg,234998.53
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050M,Windows 10,2.5kg,59087.52
Razer,Workstation,13.87,Full HD 2560x1440,AMD Ryzen 5 1.66GHz,32GB,512GB SSD,AMD Radeon Pro 560,Chrome OS,3.64kg,230332.41
Acer,Ultrabook,12.8,Full HD 3840x2160,Intel Core i7 4.11GHz,32GB,256GB SSD,Nvidia GeForce GTX1060,Windows 10 S,2.27kg,172170.47
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD FirePro W4190M ,Windows 10,1.9kg,67612.32
Toshiba,Netbook,16.98,Full HD 1920x1080,Intel Core i3 2.84GHz,8GB,256GB SSD,Intel HD Graphics 5300,Mac OS X,0.98kg,65718.8
Google,Ultrabook,12.01,Full HD 3840x2160,Intel Core i5 2.99GHz,32GB,512GB SSD,Nvidia GeForce GTX 960M,Windows 7,3.31kg,181099.94
Chuwi,Gaming,15.46,Full HD 1366x768,Intel Core i3 2.45GHz,8GB,1TB HDD,Intel HD Graphics 515,Windows 10,2.63kg,223789.09
Huawei,2 in 1 Convertible,15.53,Full HD 3840x2160,Intel Core i5 3.67GHz,8GB,1TB HDD,Nvidia Quadro M2200M,Mac OS X,2.86kg,90745.74
MSI,2 in 1 Convertible,13.31,Full HD 2880x1800,Intel Core i5 2.3GHz,8GB,512GB SSD + 1TB HDD,Nvidia GeForce 920MX ,Windows 10 S,3.11kg,42077
Xiaomi,Gaming,15.88,Full HD 1920x1080,Intel Core i7 1.52GHz,16GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 965M,Windows 7,3.5kg,175641.72
Chuwi,Gaming,16.49,Full HD 2560x1440,Intel Core i3 1.51GHz,8GB,1TB SSD,Nvidia GeForce GTX 1080,Windows 10 S,3.64kg,27685.48
Chuwi,Notebook,17.03,Full HD 2560x1440,AMD Ryzen 7 4.48GHz,16GB,512GB SSD,Nvidia Quadro M520M,macOS,2.07kg,235105.62
LG,2 in 1 Convertible,16.69,Full HD 1366x768,Intel Core i3 3.54GHz,16GB,512GB SSD,Nvidia GeForce 940M,Linux,2.41kg,185960.65
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,118601.28
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9kg,81465.12
Huawei,Ultrabook,13,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,71874.72
Toshiba,Ultrabook,11.29,Full HD 3840x2160,Intel Core i5 2.68GHz,4GB,512GB SSD,Intel HD Graphics 400,Android,1.87kg,64255.53
Fujitsu,2 in 1 Convertible,15.31,Full HD 2880x1800,Intel Core i5 1.71GHz,4GB,256GB SSD,AMD Radeon R7 M445,Windows 10,1.25kg,35946.03
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,67026.24
Chuwi,Notebook,13.48,Full HD 1366x768,AMD Ryzen 7 1.66GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Linux,1.48kg,205203.77
Xiaomi,Notebook,12.75,Full HD 2560x1440,AMD Ryzen 7 4.0GHz,8GB,512GB SSD + 1TB HDD,Nvidia GeForce 920M,Linux,3.27kg,222138.56
Acer,Netbook,16.65,Full HD 3840x2160,Intel Core i7 3.33GHz,8GB,1TB SSD,Intel HD Graphics 505,Windows 10,1.81kg,150245.73
Samsung,Notebook,17.32,Full HD 3840x2160,AMD Ryzen 7 4.04GHz,16GB,256GB SSD,Nvidia GeForce GTX 960M,Chrome OS,3.19kg,79919.71
LG,Ultrabook,12.31,Full HD 1920x1080,AMD Ryzen 5 4.0GHz,4GB,1TB HDD,Nvidia GeForce MX150,Linux,1.51kg,156164.53
Huawei,Workstation,13.53,Full HD 3840x2160,Intel Core i5 2.37GHz,32GB,256GB SSD,Intel HD Graphics 630,Windows 7,3.57kg,111796.65
Chuwi,Ultrabook,14.31,Full HD 3840x2160,Intel Core i3 2.78GHz,32GB,512GB SSD,Intel HD Graphics 405,Mac OS X,1.95kg,108162.06
Fujitsu,2 in 1 Convertible,13.26,Full HD 3840x2160,Intel Core i7 1.79GHz,32GB,512GB SSD,AMD Radeon Pro 555,No OS,3.55kg,117770.57
Chuwi,Gaming,14.58,Full HD 2880x1800,Intel Core i7 3.31GHz,8GB,512GB SSD,Intel UHD Graphics 620,macOS,2.06kg,116148.44
LG,Workstation,12.44,Full HD 2560x1440,AMD Ryzen 7 1.53GHz,4GB,512GB SSD + 1TB HDD,AMD Radeon R7 M465,Windows 10,2.54kg,138884.3
Acer,Workstation,12.95,Full HD 1920x1080,Intel Core i3 2.88GHz,16GB,256GB SSD,AMD Radeon R4,Chrome OS,1.76kg,115790.35
Google,Workstation,14.24,Full HD 3840x2160,Intel Core i5 4.24GHz,32GB,1TB HDD,AMD Radeon RX 580,Chrome OS,3.44kg,46459.41
Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,45767.52
Google,Notebook,17.25,Full HD 2880x1800,AMD Ryzen 7 4.41GHz,16GB,512GB SSD,Nvidia GeForce MX130,Chrome OS,1.37kg,95579.59
Fujitsu,Gaming,12.86,Full HD 1366x768,Intel Core i5 2.88GHz,16GB,512GB SSD + 1TB HDD,Nvidia GeForce 150MX,No OS,2.34kg,148051.28
Asus,Netbook,17.84,Full HD 2560x1440,Intel Core i5 2.82GHz,4GB,512GB SSD,AMD Radeon R7 M360,Android,3.55kg,111166.9
Chuwi,Notebook,14.35,Full HD 2560x1440,AMD Ryzen 7 2.51GHz,8GB,256GB SSD,AMD Radeon 530,No OS,2.22kg,28565.34
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.06kg,50882.4
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,54757.9872
Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08kg,51095.52
Asus,Workstation,16.28,Full HD 3840x2160,Intel Core i5 4.29GHz,8GB,1TB SSD,Nvidia GeForce GTX 960<U+039C>,Windows 7,2.86kg,198769.3
Acer,Netbook,16.22,Full HD 2880x1800,AMD Ryzen 5 2.18GHz,16GB,1TB SSD,AMD Radeon R5 430,Windows 10,2.93kg,169879.98
HP,Gaming,15.24,Full HD 1366x768,Intel Core i7 3.53GHz,16GB,512GB SSD + 1TB HDD,Intel HD Graphics 505,Android,1.06kg,164539.86
MSI,Gaming,15.36,Full HD 2880x1800,Intel Core i3 3.76GHz,16GB,256GB SSD,Nvidia GeForce GTX 980M,Windows 7,1.7kg,41116.51
Microsoft,Ultrabook,11.09,Full HD 2880x1800,Intel Core i3 4.06GHz,16GB,256GB SSD,AMD Radeon R4 Graphics,Chrome OS,1.0kg,91148.62
Google,Ultrabook,11.89,Full HD 2880x1800,Intel Core i3 4.18GHz,16GB,512GB SSD,Intel Iris Pro Graphics,Chrome OS,2.58kg,87063.3
LG,Workstation,12.77,Full HD 1366x768,AMD Ryzen 7 1.57GHz,32GB,256GB SSD,Intel Iris Plus Graphics 650,No OS,1.61kg,139238
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.63kg,36709.92
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.56kg,55890.72
Acer,Ultrabook,13.93,Full HD 1920x1080,AMD Ryzen 7 3.62GHz,16GB,512GB SSD,AMD Radeon R5 M330,Linux,2.38kg,171148.08
Huawei,Workstation,12.39,Full HD 3840x2160,AMD Ryzen 7 3.1GHz,4GB,256GB SSD,AMD Radeon Pro 455,No OS,3.63kg,129916.29
Chuwi,2 in 1 Convertible,11.36,Full HD 1920x1080,AMD Ryzen 5 3.01GHz,16GB,1TB SSD,Nvidia GeForce 930MX ,Chrome OS,2.23kg,126874.24
Samsung,Notebook,17.26,Full HD 3840x2160,AMD Ryzen 5 2.68GHz,4GB,512GB SSD,Nvidia GeForce GTX 1050M,Linux,2.9kg,50828.52
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Linux,2.62kg,49497.12
Toshiba,Netbook,14.13,Full HD 1920x1080,Intel Core i7 2.52GHz,4GB,512GB SSD + 1TB HDD,AMD R17M-M1-70,Windows 7,3.09kg,28318.35
Fujitsu,Netbook,14.22,Full HD 1366x768,AMD Ryzen 7 1.61GHz,4GB,512GB SSD + 1TB HDD,AMD Radeon R5 M420X,No OS,2.07kg,104408.02
Mediacom,Netbook,16.86,Full HD 2880x1800,AMD Ryzen 7 3.23GHz,8GB,512GB SSD,Nvidia GeForce GTX 950M,macOS,3.29kg,201052.09
Toshiba,Gaming,13.38,Full HD 1920x1080,AMD Ryzen 7 2.38GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,2.33kg,245408.51
Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,2.8kg,130003.2
Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB SSD,Intel HD Graphics 500,Windows 10,1.2kg,19660.32
HP,Notebook,17,1600x900,AMD A9-Series 9420 3GHz,8GB,1TB HDD,AMD Radeon R5,Windows 10,2.6kg,27753.552
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,AMD Radeon 530,Windows 10,1.4kg,43601.688
Apple,Netbook,16.03,Full HD 1366x768,AMD Ryzen 7 4.37GHz,4GB,256GB SSD,Nvidia GeForce MX150,Android,2.07kg,30691.13
Microsoft,Notebook,14.28,Full HD 2560x1440,AMD Ryzen 7 4.06GHz,32GB,512GB SSD,Intel HD Graphics 6000,macOS,2.32kg,216877.1
Fujitsu,2 in 1 Convertible,17.2,Full HD 3840x2160,AMD Ryzen 5 2.11GHz,16GB,512GB SSD,Nvidia GeForce 940MX,Windows 7,1.03kg,172198.73
Razer,Gaming,12.68,Full HD 2560x1440,AMD Ryzen 5 2.42GHz,8GB,512GB SSD,Nvidia Quadro M520M,macOS,2.56kg,118988.62
Mediacom,Notebook,13.5,Full HD 2560x1440,Intel Core i5 1.73GHz,32GB,1TB HDD,Intel Iris Pro Graphics,No OS,1.54kg,110170.75
Lenovo,Workstation,11.28,Full HD 1366x768,Intel Core i3 3.74GHz,32GB,256GB SSD,Nvidia Quadro M2200,Chrome OS,2.66kg,239602.62
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.96kg,36177.12
Apple,Gaming,13.95,Full HD 2880x1800,AMD Ryzen 7 4.35GHz,4GB,512GB SSD + 1TB HDD,Nvidia GeForce 920,Chrome OS,2.97kg,19887.98
Apple,Workstation,13.27,Full HD 3840x2160,AMD Ryzen 5 1.96GHz,8GB,1TB SSD,AMD Radeon RX 550,Chrome OS,3.56kg,192376.26
LG,Ultrabook,16.97,Full HD 2560x1440,AMD Ryzen 7 3.54GHz,4GB,512GB SSD,Nvidia GeForce 930MX,macOS,2.82kg,178302.97
Acer,Gaming,13.27,Full HD 2880x1800,Intel Core i5 1.84GHz,32GB,1TB SSD,AMD Radeon R5 430,Windows 7,1.54kg,75644.08
Mediacom,Gaming,13.05,Full HD 2560x1440,Intel Core i7 2.77GHz,4GB,1TB SSD,Nvidia GeForce GTX 1050 Ti,Android,3.43kg,58947.47
Huawei,Netbook,12.92,Full HD 1920x1080,AMD Ryzen 5 3.13GHz,32GB,512GB SSD + 1TB HDD,AMD FirePro W4190M,No OS,1.71kg,173150.59
Asus,Gaming,14.34,Full HD 1920x1080,Intel Core i7 1.64GHz,16GB,1TB SSD,Nvidia GeForce 920M,Mac OS X,2.18kg,102959.04
Huawei,Netbook,16.93,Full HD 2880x1800,AMD Ryzen 7 3.97GHz,8GB,1TB SSD,Nvidia Quadro 3000M,Android,3.22kg,123612.44
LG,Netbook,14.7,Full HD 1920x1080,AMD Ryzen 5 2.93GHz,4GB,1TB HDD,Intel HD Graphics 400,macOS,3.32kg,73923.2
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,AMD Radeon R5 M315,Windows 7,2.24kg,40980.312
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.43kg,130482.72
Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Intel HD Graphics,Windows 10,2.20kg,20193.12
Chuwi,Gaming,13.62,Full HD 3840x2160,AMD Ryzen 7 4.32GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 7,1.69kg,134590.58
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,32980.32
Dell,Netbook,13.24,Full HD 3840x2160,Intel Core i7 1.5GHz,8GB,512GB SSD,ARM Mali T860 MP4,Windows 7,2.36kg,70139.13
Asus,Ultrabook,13.76,Full HD 2560x1440,Intel Core i3 3.17GHz,4GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 940M,Android,2.66kg,162536.28
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.41kg,50562.72
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25kg,95850.72
Asus,Gaming,12.82,Full HD 1366x768,AMD Ryzen 7 2.02GHz,32GB,1TB HDD,AMD Radeon R5 M330,Linux,0.96kg,247989.58
Lenovo,Notebook,14.87,Full HD 2880x1800,Intel Core i3 4.43GHz,8GB,512GB SSD,AMD Radeon R5 M315,Windows 10 S,0.91kg,85255.82
Toshiba,Netbook,17.65,Full HD 1920x1080,Intel Core i5 2.9GHz,4GB,512GB SSD,Nvidia Quadro M620M,Mac OS X,1.33kg,92602.43
Toshiba,Notebook,12.9,Full HD 3840x2160,AMD Ryzen 7 4.33GHz,8GB,512GB SSD + 1TB HDD,Intel Iris Pro Graphics,Chrome OS,1.86kg,202855.53
Mediacom,Ultrabook,11.05,Full HD 3840x2160,Intel Core i3 4.28GHz,32GB,1TB SSD,Nvidia GeForce GTX1050 Ti,Mac OS X,2.96kg,102842.64
Toshiba,Ultrabook,12.04,Full HD 2880x1800,Intel Core i7 3.93GHz,16GB,256GB SSD,AMD Radeon RX 540,Mac OS X,2.66kg,146373.77
Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2kg,23922.72
Dell,Workstation,17.88,Full HD 1920x1080,Intel Core i3 2.26GHz,16GB,256GB SSD,Intel HD Graphics 620,Linux,1.58kg,116727.68
Chuwi,Workstation,15.06,Full HD 3840x2160,AMD Ryzen 5 3.03GHz,32GB,1TB SSD,Intel HD Graphics 505,Chrome OS,3.49kg,25975.29
Chuwi,Notebook,17.35,Full HD 3840x2160,Intel Core i7 3.72GHz,16GB,512GB SSD + 1TB HDD,AMD Radeon RX 580,Chrome OS,0.9kg,198977.08
Dell,Workstation,14.59,Full HD 2560x1440,Intel Core i7 3.51GHz,16GB,512GB SSD + 1TB HDD,Intel HD Graphics 530,Android,3.07kg,44392.86
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.1kg,38468.16
Chuwi,Workstation,14.09,Full HD 2560x1440,AMD Ryzen 5 3.27GHz,16GB,256GB SSD,Nvidia GeForce GTX 970M,Windows 10,2.65kg,37177.03
Apple,Ultrabook,15.68,Full HD 2880x1800,AMD Ryzen 7 3.68GHz,4GB,1TB SSD,Nvidia GeForce GTX 980M,Windows 10 S,2.64kg,69143.85
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,26101.872
HP,Netbook,16.79,Full HD 2560x1440,Intel Core i5 1.95GHz,32GB,512GB SSD + 1TB HDD,Intel Graphics 620,No OS,3.16kg,130044.29
Vero,Workstation,16.43,Full HD 2880x1800,Intel Core i5 1.85GHz,8GB,1TB HDD,AMD FirePro W4190M,macOS,3.25kg,150082.23
Toshiba,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,79387.2
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,Windows 10,3kg,80133.12
Chuwi,2 in 1 Convertible,11.55,Full HD 1366x768,Intel Core i5 3.73GHz,32GB,1TB SSD,Intel Iris Graphics 550,Windows 10,3.54kg,243752
Vero,Ultrabook,13.44,Full HD 1920x1080,AMD Ryzen 5 3.11GHz,4GB,1TB SSD,Nvidia GeForce GTX 960<U+039C>,Android,3.1kg,165757.52
Vero,Notebook,13.55,Full HD 1366x768,Intel Core i3 1.75GHz,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,2.38kg,68779.78
MSI,Ultrabook,16.8,Full HD 3840x2160,AMD Ryzen 5 3.02GHz,16GB,1TB SSD,Nvidia Quadro M2200,Windows 10,3.17kg,235519.34
Lenovo,Netbook,17.26,Full HD 2880x1800,AMD Ryzen 5 2.06GHz,8GB,1TB HDD,Intel HD Graphics 515,No OS,1.98kg,24150.96
Samsung,2 in 1 Convertible,11.02,Full HD 2880x1800,Intel Core i3 1.9GHz,4GB,256GB SSD,AMD FirePro W4190M ,Windows 10,3.0kg,153855.53
Samsung,Notebook,13.62,Full HD 1366x768,AMD Ryzen 7 3.19GHz,16GB,512GB SSD + 1TB HDD,Intel HD Graphics,macOS,1.68kg,226590.38
Vero,Ultrabook,11.84,Full HD 3840x2160,Intel Core i5 2.04GHz,4GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 950M,No OS,1.31kg,77805.44
Acer,Notebook,14,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45kg,19980
HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.31kg,37570.392
Acer,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,3.3kg,33513.12
HP,Ultrabook,16.78,Full HD 2560x1440,Intel Core i3 4.3GHz,32GB,512GB SSD,AMD Radeon RX 550,macOS,2.95kg,42509.16
Xiaomi,Workstation,17.7,Full HD 2560x1440,Intel Core i5 2.9GHz,16GB,512GB SSD,Nvidia Quadro M2200,Windows 10 S,3.69kg,243797.98
MSI,2 in 1 Convertible,12.83,Full HD 1920x1080,AMD Ryzen 5 2.81GHz,16GB,1TB SSD,Nvidia GeForce GTX 1050Ti,No OS,2.63kg,161970.76
Dell,Notebook,17.11,Full HD 1366x768,AMD Ryzen 5 3.8GHz,8GB,512GB SSD + 1TB HDD,Nvidia GeForce MX150,macOS,3.62kg,55558.76
Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.36kg,133146.72
Fujitsu,Netbook,16.36,Full HD 2880x1800,AMD Ryzen 7 1.54GHz,8GB,1TB SSD,AMD Radeon R5,Windows 10,3.53kg,95025.33
Lenovo,2 in 1 Convertible,15.96,Full HD 2560x1440,AMD Ryzen 7 3.68GHz,16GB,1TB SSD,AMD Radeon RX 560,Android,2.68kg,203613.34
Huawei,Ultrabook,15.18,Full HD 2880x1800,AMD Ryzen 7 4.33GHz,4GB,512GB SSD,Nvidia GeForce 150MX,Windows 10,3.04kg,222212.35
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.4kg,21887.424
Samsung,Netbook,11.34,Full HD 2560x1440,AMD Ryzen 5 2.01GHz,4GB,512GB SSD + 1TB HDD,Nvidia GeForce 920M,Windows 10 S,3.76kg,169995.56
LG,Workstation,17.28,Full HD 1366x768,AMD Ryzen 5 4.39GHz,16GB,512GB SSD + 1TB HDD,AMD Radeon R5 M420,Android,2.06kg,28946.52
Samsung,Notebook,15.41,Full HD 3840x2160,Intel Core i7 3.57GHz,8GB,512GB SSD + 1TB HDD,Intel HD Graphics 630,Chrome OS,1.54kg,132466.58
LG,Gaming,15.16,Full HD 1366x768,Intel Core i3 2.7GHz,16GB,512GB SSD + 1TB HDD,AMD Radeon RX 560,Chrome OS,3.1kg,184580.71
Lenovo,Gaming,15.22,Full HD 1366x768,Intel Core i7 4.25GHz,32GB,256GB SSD,Nvidia GeForce GTX 980 ,Linux,2.74kg,33299.63
Microsoft,Ultrabook,13.46,Full HD 1920x1080,Intel Core i5 2.41GHz,4GB,512GB SSD + 1TB HDD,AMD Radeon R5 430,Android,1.46kg,108563.44
Dell,Notebook,16.76,Full HD 2880x1800,AMD Ryzen 5 3.25GHz,8GB,1TB SSD,AMD Radeon R7 M365X,Android,1.32kg,72829.78
Vero,Notebook,14,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.22kg,10810.512
Lenovo,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,Nvidia GeForce 920MX,No OS,2.2kg,33513.12
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Linux,2.33kg,41498.1936
Asus,Notebook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.4kg,50136.48
HP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4GB,256GB SSD,Intel HD Graphics 405,Windows 10,1.86kg,21258.1872
Apple,Ultrabook,14.31,Full HD 2560x1440,Intel Core i5 4.25GHz,4GB,512GB SSD + 1TB HDD,Nvidia Quadro M2000M,Mac OS X,3.7kg,239055.18
Chuwi,2 in 1 Convertible,11.62,Full HD 3840x2160,Intel Core i7 4.46GHz,16GB,1TB SSD,Intel HD Graphics 630,Android,3.73kg,80902.67
Mediacom,Netbook,12.85,Full HD 1920x1080,Intel Core i7 2.1GHz,8GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 950M,Linux,1.31kg,236447.49
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,74538.72
HP,Workstation,12.94,Full HD 3840x2160,Intel Core i7 4.3GHz,32GB,512GB SSD,AMD Radeon R5,No OS,1.64kg,136420.47
Razer,2 in 1 Convertible,11.89,Full HD 1366x768,Intel Core i5 1.81GHz,4GB,1TB SSD,Nvidia Quadro M1000M,Windows 10,3.75kg,25922.32
HP,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44kg,14865.12
Apple,Notebook,15.77,Full HD 2880x1800,Intel Core i7 3.95GHz,4GB,256GB SSD,Nvidia GeForce GTX 930MX,Chrome OS,2.81kg,202679.98
HP,Netbook,12.29,Full HD 1920x1080,Intel Core i5 2.32GHz,8GB,512GB SSD + 1TB HDD,AMD FirePro W6150M,Chrome OS,3.41kg,80175.98
Toshiba,2 in 1 Convertible,14.45,Full HD 1366x768,AMD Ryzen 5 4.43GHz,4GB,512GB SSD + 1TB HDD,AMD Radeon 530,Windows 7,2.97kg,130497.39
Vero,2 in 1 Convertible,15.73,Full HD 2560x1440,Intel Core i3 4.16GHz,16GB,256GB SSD,AMD Radeon R7 M365X,macOS,2.31kg,245503.84
Samsung,Ultrabook,15.32,Full HD 2880x1800,AMD Ryzen 5 3.38GHz,16GB,512GB SSD + 1TB HDD,Intel HD Graphics 530,No OS,2.34kg,145479.81
Acer,Netbook,11.91,Full HD 1366x768,AMD Ryzen 5 1.64GHz,8GB,512GB SSD,AMD Radeon R7 M445,Android,1.36kg,62268.34
Acer,Ultrabook,14.9,Full HD 1920x1080,AMD Ryzen 5 2.1GHz,4GB,1TB SSD,Nvidia GeForce 940MX,Android,2.27kg,224323.05
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R5 M430,Windows 10,2.2kg,39693.6
Toshiba,2 in 1 Convertible,11.78,Full HD 1366x768,Intel Core i5 2.65GHz,8GB,256GB SSD,Nvidia Quadro M520M,macOS,2.08kg,210066.44
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.3GHz,8GB,128GB SSD,Intel Iris Plus Graphics 640,macOS,1.37kg,71378.6832
Chuwi,Netbook,14.58,Full HD 2880x1800,AMD Ryzen 5 2.3GHz,32GB,256GB SSD,Nvidia Quadro M620,No OS,1.57kg,246815.68
MSI,Netbook,12.97,Full HD 1920x1080,AMD Ryzen 7 1.72GHz,16GB,256GB SSD,AMD R17M-M1-70,Mac OS X,2.07kg,183498.95
Asus,Notebook,12.41,Full HD 1366x768,AMD Ryzen 5 3.38GHz,8GB,1TB SSD,AMD Radeon R5,Mac OS X,3.36kg,239943.28
Fujitsu,Netbook,17.85,Full HD 3840x2160,AMD Ryzen 7 3.21GHz,16GB,1TB HDD,Nvidia GeForce MX150,Linux,2.17kg,173262.3
HP,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,93240
Asus,Netbook,13.26,Full HD 1920x1080,AMD Ryzen 5 1.52GHz,4GB,512GB SSD,Nvidia GeForce GTX 1050,Linux,3.09kg,246645.33
Lenovo,Notebook,15.6,1366x768,AMD E-Series 9000 2.2GHz,4GB,500GB HDD,AMD Radeon R2 Graphics,Windows 10,2.2kg,15930.72
